processed
-2656.0 -1024.0 0.00000 1.00000 1.00000 0.37500 0.37500    -2512.0 -1024.0 0.00000 1.00000 1.00000 0.39062 0.39062    -2656.0 -816.0 0.00000 1.00000 1.00000 0.39062 0.39062    -2512.0 -816.0 0.00000 1.00000 1.00000 0.39062 0.39062
-2512.0 -976.0 0.00000 1.00000 1.00000 0.37500 0.37500    -2400.0 -976.0 0.00000 1.00000 1.00000 0.37500 0.37500    -2512.0 -816.0 0.00000 1.00000 1.00000 0.39062 0.39062    -2400.0 -816.0 0.00000 1.00000 1.00000 0.39062 0.39062
-2400.0 -1056.0 0.00000 1.00000 1.00000 0.39062 0.39062    -2256.0 -1056.0 0.00000 1.00000 1.00000 0.37500 0.37500    -2400.0 -864.0 0.00000 1.00000 1.00000 0.37500 0.37500    -2256.0 -864.0 0.00000 1.00000 1.00000 0.39062 0.39062
-2256.0 -1184.0 0.00000 1.00000 1.00000 0.39062 0.39062    -2144.0 -1184.0 0.00000 1.00000 1.00000 0.37500 0.37500    -2256.0 -976.0 0.00000 1.00000 1.00000 0.37500 0.37500    -2144.0 -976.0 0.00000 1.00000 1.00000 0.39062 0.39062
-2144.0 -1408.0 0.00000 1.00000 1.00000 0.39062 0.39062    -2000.0 -1408.0 0.00000 1.00000 1.00000 0.39062 0.39062    -2144.0 -1072.0 0.00000 1.00000 1.00000 0.37500 0.37500    -2000.0 -1072.0 0.00000 1.00000 1.00000 0.39062 0.39062
-2000.0 -1536.0 0.00000 1.00000 1.00000 0.39062 0.39062    -1856.0 -1536.0 0.00000 1.00000 1.00000 0.37500 0.37500    -2000.0 -1280.0 0.00000 1.00000 1.00000 0.39062 0.39062    -1856.0 -1280.0 0.00000 1.00000 1.00000 0.39062 0.39062
-1856.0 -1648.0 0.00000 1.00000 1.00000 0.39062 0.39062    -1728.0 -1648.0 0.00000 1.00000 1.00000 0.37500 0.37500    -1856.0 -1440.0 0.00000 1.00000 1.00000 0.37500 0.37500    -1728.0 -1440.0 0.00000 1.00000 1.00000 0.39062 0.39062
-1728.0 -1728.0 0.00000 1.00000 1.00000 0.39062 0.39062    -1584.0 -1728.0 0.00000 1.00000 1.00000 0.39062 0.39062    -1728.0 -1520.0 0.00000 1.00000 1.00000 0.37500 0.37500    -1584.0 -1520.0 0.00000 1.00000 1.00000 0.39062 0.39062
-1584.0 -1792.0 0.00000 1.00000 1.00000 0.39062 0.39062    -1344.0 -1792.0 0.00000 1.00000 1.00000 0.35938 0.35938    -1584.0 -1648.0 0.00000 1.00000 1.00000 0.39062 0.39062    -1344.0 -1648.0 0.00000 1.00000 1.00000 0.39062 0.39062
-1344.0 -2032.0 0.00000 1.00000 1.00000 0.35938 0.35938    -1216.0 -2032.0 0.00000 1.00000 1.00000 0.35938 0.35938    -1344.0 -1712.0 0.00000 1.00000 1.00000 0.37500 0.37500    -1216.0 -1712.0 0.00000 1.00000 1.00000 0.39062 0.39062
-1440.0 -2112.0 0.00000 1.00000 1.00000 0.37500 0.37500    -1344.0 -2112.0 0.00000 1.00000 1.00000 0.39062 0.39062    -1440.0 -1968.0 0.00000 1.00000 1.00000 0.39062 0.39062    -1344.0 -1968.0 0.00000 1.00000 1.00000 0.35938 0.35938
-1488.0 -2192.0 0.00000 1.00000 1.00000 0.37500 0.37500    -1440.0 -2192.0 0.00000 1.00000 1.00000 0.39062 0.39062    -1488.0 -2048.0 0.00000 1.00000 1.00000 0.39062 0.39062    -1440.0 -2048.0 0.00000 1.00000 1.00000 0.37500 0.37500
-1568.0 -2352.0 0.00000 1.00000 1.00000 0.39062 0.39062    -1488.0 -2352.0 0.00000 1.00000 1.00000 0.39062 0.39062    -1568.0 -2096.0 0.00000 1.00000 1.00000 0.39062 0.39062    -1488.0 -2096.0 0.00000 1.00000 1.00000 0.37500 0.37500
-1216.0 -2208.0 0.00000 1.00000 1.00000 0.37500 0.37500    -1104.0 -2208.0 0.00000 1.00000 1.00000 0.39062 0.39062    -1216.0 -1888.0 0.00000 1.00000 1.00000 0.35938 0.35938    -1104.0 -1888.0 0.00000 1.00000 1.00000 0.39062 0.39062
-1232.0 -2304.0 0.00000 1.00000 1.00000 0.37500 0.37500    -1120.0 -2304.0 0.00000 1.00000 1.00000 0.39062 0.39062    -1232.0 -2208.0 0.00000 1.00000 1.00000 0.39062 0.39062    -1120.0 -2208.0 0.00000 1.00000 1.00000 0.37500 0.37500
-1248.0 -2480.0 0.00000 1.00000 1.00000 0.39062 0.39062    -1184.0 -2480.0 0.00000 1.00000 1.00000 0.39062 0.39062    -1248.0 -2304.0 0.00000 1.00000 1.00000 0.39062 0.39062    -1184.0 -2304.0 0.00000 1.00000 1.00000 0.37500 0.37500
-1248.0 -2560.0 0.00000 1.00000 1.00000 0.39062 0.39062    -1200.0 -2560.0 0.00000 1.00000 1.00000 0.39062 0.39062    -1248.0 -2480.0 0.00000 1.00000 1.00000 0.39062 0.39062    -1200.0 -2480.0 0.00000 1.00000 1.00000 0.39062 0.39062
-1248.0 -2640.0 0.00000 1.00000 1.00000 0.39062 0.39062    -1152.0 -2640.0 0.00000 1.00000 1.00000 0.37500 0.37500    -1248.0 -2560.0 0.00000 1.00000 1.00000 0.39062 0.39062    -1152.0 -2560.0 0.00000 1.00000 1.00000 0.39062 0.39062
-1200.0 -2752.0 0.00000 1.00000 1.00000 0.39062 0.39062    -1088.0 -2752.0 0.00000 1.00000 1.00000 0.37500 0.37500    -1200.0 -2640.0 0.00000 1.00000 1.00000 0.37500 0.37500    -1088.0 -2640.0 0.00000 1.00000 1.00000 0.39062 0.39062
-1200.0 -2896.0 0.00000 1.00000 1.00000 0.37500 0.37500    -928.0 -2896.0 0.00000 1.00000 1.00000 0.37500 0.37500    -1200.0 -2752.0 0.00000 1.00000 1.00000 0.39062 0.39062    -928.0 -2752.0 0.00000 1.00000 1.00000 0.39062 0.39062
-2016.0 -2976.0 0.00000 1.00000 1.00000 0.37500 0.37500    -1520.0 -2976.0 0.00000 1.00000 1.00000 0.39062 0.39062    -2016.0 -2704.0 0.00000 1.00000 1.00000 0.39062 0.39062    -1520.0 -2704.0 0.00000 1.00000 1.00000 0.39062 0.39062
-1520.0 -2976.0 0.00000 1.00000 1.00000 0.39062 0.39062    -1376.0 -2976.0 0.00000 1.00000 1.00000 0.39062 0.39062    -1520.0 -2896.0 0.00000 1.00000 1.00000 0.37500 0.37500    -1376.0 -2896.0 0.00000 1.00000 1.00000 0.39062 0.39062
-2256.0 -2992.0 0.00000 1.00000 1.00000 0.39062 0.39062    -2016.0 -2992.0 0.00000 1.00000 1.00000 0.39062 0.39062    -2256.0 -2768.0 0.00000 1.00000 1.00000 0.37500 0.37500    -2016.0 -2768.0 0.00000 1.00000 1.00000 0.37500 0.37500
-2448.0 -2992.0 0.00000 1.00000 1.00000 0.39062 0.39062    -2256.0 -2992.0 0.00000 1.00000 1.00000 0.39062 0.39062    -2448.0 -2704.0 0.00000 1.00000 1.00000 0.39062 0.39062    -2256.0 -2704.0 0.00000 1.00000 1.00000 0.39062 0.39062
-2912.0 -2992.0 0.00000 1.00000 1.00000 0.39062 0.39062    -2448.0 -2992.0 0.00000 1.00000 1.00000 0.39062 0.39062    -2912.0 -2704.0 0.00000 1.00000 0.15942 0.04688 0.04688    -2448.0 -2704.0 0.00000 1.00000 1.00000 0.39062 0.39062
-3000.0 -2704.0 0.00000 1.00000 0.00000 0.00000 0.00000    -2516.0 -2704.0 0.00000 1.00000 0.87681 0.32812 0.32812    -3000.0 -2576.0 0.00000 1.00000 0.00000 0.00000 0.00000    -2516.0 -2576.0 0.00000 1.00000 1.00000 0.39062 0.39062
-3000.0 -2576.0 0.00000 1.00000 0.00000 0.00000 0.00000    -2600.0 -2576.0 0.00000 1.00000 0.82645 0.31250 0.31250    -3000.0 -2448.0 0.00000 1.00000 0.00000 0.00000 0.00000    -2600.0 -2448.0 0.00000 1.00000 1.00000 0.39062 0.39062
-3000.0 -2448.0 0.00000 1.00000 0.00000 0.00000 0.00000    -2628.0 -2448.0 0.00000 1.00000 0.93000 0.35938 0.35938    -3000.0 -2144.0 0.00000 1.00000 0.00000 0.00000 0.00000    -2628.0 -2144.0 0.00000 1.00000 1.00000 0.39062 0.39062
-3000.0 -2144.0 0.00000 1.00000 0.00000 0.00000 0.00000    -2670.0 -2144.0 0.00000 1.00000 0.88710 0.34375 0.34375    -3000.0 -2032.0 0.00000 1.00000 0.00000 0.00000 0.00000    -2670.0 -2032.0 0.00000 1.00000 1.00000 0.39062 0.39062
-3000.0 -2032.0 0.00000 1.00000 0.00000 0.00000 0.00000    -2836.0 -2032.0 0.00000 1.00000 0.49697 0.18750 0.18750    -3000.0 -1904.0 0.00000 1.00000 0.00000 0.00000 0.00000    -2836.0 -1904.0 0.00000 1.00000 1.00000 0.39062 0.39062
-3000.0 -1904.0 0.00000 1.00000 0.00000 0.00000 0.00000    -2924.0 -1904.0 0.00000 1.00000 0.46341 0.17188 0.17188    -3000.0 -1376.0 0.00000 1.00000 0.00000 0.00000 0.00000    -2924.0 -1376.0 0.00000 1.00000 1.00000 0.39062 0.39062
-3000.0 -1376.0 0.00000 1.00000 0.00000 0.00000 0.00000    -2960.0 -1376.0 0.00000 1.00000 0.52632 0.20312 0.20312    -3000.0 -1184.0 0.00000 1.00000 0.00000 0.00000 0.00000    -2960.0 -1184.0 0.00000 1.00000 0.33333 0.12500 0.12500
-2960.0 -1244.0 0.00000 1.00000 0.39364 0.14062 0.14062    -2936.0 -1244.0 0.00000 1.00000 1.00000 0.39062 0.39062    -2960.0 -1184.0 0.00000 1.00000 0.33333 0.12500 0.12500    -2936.0 -1184.0 0.00000 1.00000 0.53333 0.20312 0.20312
-768.0 224.0 0.00000 0.98498 0.98498 0.35938 0.35938    -720.0 224.0 0.00000 1.00000 1.00000 0.39062 0.39062    -768.0 656.0 0.00000 0.99806 0.99806 0.37500 0.37500    -720.0 656.0 0.00000 1.00000 1.00000 0.35938 0.35938
-720.0 256.0 0.00000 1.00000 1.00000 0.37500 0.37500    -656.0 256.0 0.00000 1.00000 1.00000 0.39062 0.39062    -720.0 672.0 0.00000 1.00000 1.00000 0.37500 0.37500    -656.0 672.0 0.00000 1.00000 1.00000 0.37500 0.37500
-656.0 288.0 0.00000 1.00000 1.00000 0.37500 0.37500    -496.0 288.0 0.00000 1.00000 1.00000 0.39062 0.39062    -656.0 576.0 0.00000 1.00000 1.00000 0.37500 0.37500    -496.0 576.0 0.00000 1.00000 1.00000 0.39062 0.39062
-496.0 304.0 0.00000 1.00000 1.00000 0.37500 0.37500    -384.0 304.0 0.00000 1.00000 1.00000 0.37500 0.37500    -496.0 560.0 0.00000 1.00000 1.00000 0.37500 0.37500    -384.0 560.0 0.00000 1.00000 1.00000 0.39062 0.39062
-384.0 272.0 0.00000 1.00000 1.00000 0.39062 0.39062    -224.0 272.0 0.00000 1.00000 1.00000 0.37500 0.37500    -384.0 512.0 0.00000 1.00000 1.00000 0.37500 0.37500    -224.0 512.0 0.00000 1.00000 1.00000 0.39062 0.39062
-224.0 224.0 0.00000 1.00000 1.00000 0.39062 0.39062    -64.0 224.0 0.00000 1.00000 1.00000 0.37500 0.37500    -224.0 480.0 0.00000 1.00000 1.00000 0.37500 0.37500    -64.0 480.0 0.00000 1.00000 1.00000 0.37500 0.37500
-64.0 160.0 0.00000 1.00000 1.00000 0.39062 0.39062    64.0 160.0 0.00000 1.00000 1.00000 0.37500 0.37500    -64.0 496.0 0.00000 1.00000 1.00000 0.39062 0.39062    64.0 496.0 0.00000 1.00000 1.00000 0.37500 0.37500
64.0 144.0 0.00000 1.00000 1.00000 0.39062 0.39062    304.0 144.0 0.00000 1.00000 1.00000 0.39062 0.39062    64.0 544.0 0.00000 1.00000 1.00000 0.39062 0.39062    304.0 544.0 0.00000 1.00000 1.00000 0.37500 0.37500
144.0 544.0 0.00000 1.00000 1.00000 0.37500 0.37500    304.0 544.0 0.00000 1.00000 1.00000 0.37500 0.37500    144.0 608.0 0.00000 1.00000 1.00000 0.39062 0.39062    304.0 608.0 0.00000 1.00000 1.00000 0.39062 0.39062
304.0 176.0 0.00000 1.00000 1.00000 0.37500 0.37500    384.0 176.0 0.00000 1.00000 1.00000 0.39062 0.39062    304.0 608.0 0.00000 1.00000 1.00000 0.39062 0.39062    384.0 608.0 0.00000 1.00000 1.00000 0.37500 0.37500
384.0 240.0 0.00000 1.00000 1.00000 0.37500 0.37500    464.0 240.0 0.00000 1.00000 1.00000 0.39062 0.39062    384.0 624.0 0.00000 1.00000 1.00000 0.39062 0.39062    464.0 624.0 0.00000 1.00000 1.00000 0.39062 0.39062
464.0 304.0 0.00000 1.00000 1.00000 0.39062 0.39062    544.0 304.0 0.00000 1.00000 1.00000 0.39062 0.39062    464.0 624.0 0.00000 1.00000 1.00000 0.39062 0.39062    544.0 624.0 0.00000 1.00000 1.00000 0.37500 0.37500
544.0 368.0 0.00000 1.00000 1.00000 0.37500 0.37500    800.0 368.0 0.00000 1.00000 1.00000 0.39062 0.39062    544.0 640.0 0.00000 1.00000 1.00000 0.39062 0.39062    800.0 640.0 0.00000 1.00000 1.00000 0.37500 0.37500
800.0 432.0 0.00000 1.00000 1.00000 0.37500 0.37500    944.0 432.0 0.00000 1.00000 1.00000 0.39062 0.39062    800.0 672.0 0.00000 1.00000 1.00000 0.39062 0.39062    944.0 672.0 0.00000 1.00000 1.00000 0.37500 0.37500
944.0 480.0 0.00000 1.00000 1.00000 0.37500 0.37500    976.0 480.0 0.00000 1.00000 1.00000 0.39062 0.39062    944.0 688.0 0.00000 1.00000 1.00000 0.39062 0.39062    976.0 688.0 0.00000 1.00000 1.00000 0.39062 0.39062
976.0 528.0 0.00000 1.00000 1.00000 0.37500 0.37500    1040.0 528.0 0.00000 1.00000 1.00000 0.39062 0.39062    976.0 688.0 0.00000 1.00000 1.00000 0.39062 0.39062    1040.0 688.0 0.00000 1.00000 1.00000 0.39062 0.39062
1040.0 560.0 0.00000 1.00000 1.00000 0.39062 0.39062    1280.0 560.0 0.00000 1.00000 1.00000 0.37500 0.37500    1040.0 656.0 0.00000 1.00000 1.00000 0.37500 0.37500    1280.0 656.0 0.00000 1.00000 1.00000 0.39062 0.39062
1280.0 480.0 0.00000 1.00000 1.00000 0.39062 0.39062    1472.0 480.0 0.00000 1.00000 1.00000 0.37500 0.37500    1280.0 640.0 0.00000 1.00000 1.00000 0.37500 0.37500    1472.0 640.0 0.00000 1.00000 1.00000 0.39062 0.39062
1472.0 432.0 0.00000 1.00000 1.00000 0.39062 0.39062    1616.0 432.0 0.00000 1.00000 1.00000 0.37500 0.37500    1472.0 640.0 0.00000 1.00000 1.00000 0.39062 0.39062    1616.0 640.0 0.00000 1.00000 1.00000 0.39062 0.39062
1616.0 416.0 0.00000 1.00000 1.00000 0.39062 0.39062    1824.0 416.0 0.00000 1.00000 1.00000 0.37500 0.37500    1616.0 608.0 0.00000 1.00000 1.00000 0.37500 0.37500    1824.0 608.0 0.00000 1.00000 1.00000 0.39062 0.39062
1824.0 400.0 0.00000 1.00000 1.00000 0.39062 0.39062    2160.0 400.0 0.00000 1.00000 1.00000 0.31250 0.31250    1824.0 576.0 0.00000 1.00000 1.00000 0.37500 0.37500    2160.0 576.0 0.00000 1.00000 1.00000 0.39062 0.39062
2160.0 400.0 0.00000 1.00000 1.00000 0.31250 0.31250    2432.0 400.0 0.00000 1.00000 1.00000 0.37500 0.37500    2160.0 512.0 0.00000 1.00000 1.00000 0.35938 0.35938    2432.0 512.0 0.00000 1.00000 1.00000 0.37500 0.37500
2432.0 368.0 0.00000 1.00000 1.00000 0.39062 0.39062    2560.0 368.0 0.00000 1.00000 1.00000 0.37500 0.37500    2432.0 544.0 0.00000 1.00000 1.00000 0.37500 0.37500    2560.0 544.0 0.00000 1.00000 1.00000 0.35938 0.35938
2560.0 336.0 0.00000 1.00000 1.00000 0.39062 0.39062    2720.0 336.0 0.00000 1.00000 1.00000 0.37500 0.37500    2560.0 576.0 0.00000 1.00000 1.00000 0.35938 0.35938    2720.0 576.0 0.00000 1.00000 1.00000 0.35938 0.35938
2720.0 304.0 0.00000 1.00000 1.00000 0.39062 0.39062    2816.0 304.0 0.00000 1.00000 1.00000 0.37500 0.37500    2720.0 560.0 0.00000 1.00000 1.00000 0.35938 0.35938    2816.0 560.0 0.00000 1.00000 1.00000 0.37500 0.37500
2816.0 160.0 0.00000 1.00000 1.00000 0.39062 0.39062    2992.0 160.0 0.00000 1.00000 1.00000 0.39062 0.39062    2816.0 576.0 0.00000 1.00000 1.00000 0.37500 0.37500    2992.0 576.0 0.00000 1.00000 1.00000 0.39062 0.39062
2864.0 -80.0 0.00000 1.00000 1.00000 0.39062 0.39062    2992.0 -80.0 0.00000 1.00000 0.05882 0.01562 0.01562    2864.0 160.0 0.00000 1.00000 1.00000 0.37500 0.37500    2992.0 160.0 0.00000 1.00000 1.00000 0.39062 0.39062
