1.216 0.059 0.059 0.056 0.060 1.233 0.059 0.051 0.060 0.059 1.233 0.051
1.409 0.059 0.059 0.048 0.060 1.407 0.059 0.043 0.060 0.059 1.434 0.040
1.699 0.059 0.059 0.035 0.060 1.669 0.059 0.030 0.060 0.059 1.737 0.023
1.581 0.059 0.059 0.027 0.059 1.497 0.059 0.031 0.060 0.059 1.562 0.014
1.403 0.060 0.060 0.016 0.059 1.238 0.060 0.032 0.060 0.059 1.300 0.001
1.489 0.059 0.059 0.030 0.060 1.439 0.059 0.035 0.060 0.059 1.457 0.026
2.124 0.000 0.000 -0.007 0.000 2.124 0.000 -0.007 0.000 0.000 2.124 -0.007
1.938 0.000 0.000 0.004 0.000 1.948 0.000 0.001 0.000 0.000 1.948 0.001
1.504 0.000 0.000 0.032 0.000 1.539 0.000 0.022 0.000 0.000 1.539 0.022
1.890 0.000 0.000 0.015 0.000 1.888 0.000 0.005 0.000 0.000 1.942 -0.001
2.471 0.000 0.000 -0.010 0.000 2.412 0.000 -0.020 0.000 0.000 2.547 -0.035
2.233 0.001 0.001 -0.025 -0.000 2.067 0.000 -0.018 0.000 0.000 2.198 -0.053
1.877 0.002 0.002 -0.049 -0.001 1.550 0.001 -0.016 0.000 0.000 1.674 -0.079
2.050 0.000 0.000 -0.020 -0.000 1.951 0.000 -0.010 0.000 0.000 1.989 -0.029
2.124 0.000 0.000 -0.007 0.000 2.124 0.000 -0.007 0.000 0.000 2.124 -0.007
1.938 0.000 0.000 0.004 0.000 1.948 0.000 0.001 0.000 0.000 1.948 0.001
1.504 0.000 0.000 0.032 0.000 1.539 0.000 0.022 0.000 0.000 1.539 0.022
1.890 0.000 0.000 0.015 0.000 1.888 0.000 0.005 0.000 0.000 1.942 -0.001
2.471 0.000 0.000 -0.010 0.000 2.412 0.000 -0.020 0.000 0.000 2.547 -0.035
2.233 0.001 0.001 -0.025 -0.000 2.067 0.000 -0.018 0.000 0.000 2.198 -0.053
1.877 0.002 0.002 -0.049 -0.001 1.550 0.001 -0.016 0.000 0.000 1.674 -0.079
2.050 0.000 0.000 -0.020 -0.000 1.951 0.000 -0.010 0.000 0.000 1.989 -0.029
1.526 0.059 0.059 0.036 0.060 1.525 0.059 0.037 0.060 0.059 1.525 0.037
1.433 0.059 0.059 0.042 0.060 1.437 0.059 0.041 0.060 0.059 1.437 0.041
1.216 0.059 0.059 0.056 0.060 1.233 0.059 0.051 0.060 0.059 1.233 0.051
1.409 0.059 0.059 0.048 0.060 1.407 0.059 0.043 0.060 0.059 1.434 0.040
1.699 0.059 0.059 0.035 0.060 1.669 0.059 0.030 0.060 0.059 1.737 0.023
1.581 0.059 0.059 0.027 0.059 1.497 0.059 0.031 0.060 0.059 1.562 0.014
1.403 0.060 0.060 0.016 0.059 1.238 0.060 0.032 0.060 0.059 1.300 0.001
1.489 0.059 0.059 0.030 0.060 1.439 0.059 0.035 0.060 0.059 1.457 0.026
1.508 -0.042 -0.042 0.046 -0.042 1.508 -0.042 0.046 -0.042 -0.042 1.508 0.046
1.415 -0.042 -0.042 0.052 -0.042 1.420 -0.042 0.051 -0.042 -0.042 1.420 0.051
1.198 -0.042 -0.042 0.066 -0.042 1.216 -0.042 0.061 -0.042 -0.042 1.216 0.061
1.391 -0.042 -0.042 0.057 -0.042 1.390 -0.042 0.053 -0.042 -0.042 1.417 0.049
1.682 -0.042 -0.042 0.045 -0.042 1.652 -0.042 0.040 -0.042 -0.042 1.720 0.032
1.563 -0.041 -0.041 0.037 -0.042 1.480 -0.041 0.041 -0.042 -0.042 1.545 0.024
1.385 -0.041 -0.041 0.026 -0.042 1.221 -0.041 0.042 -0.042 -0.042 1.283 0.010
1.471 -0.041 -0.041 0.040 -0.042 1.422 -0.042 0.045 -0.042 -0.042 1.441 0.035
1.438 0.048 0.045 0.093 0.048 1.438 0.045 0.093 0.049 0.049 1.419 0.108
1.345 0.048 0.045 0.099 0.048 1.350 0.045 0.097 0.049 0.049 1.331 0.113
1.128 0.048 0.045 0.113 0.048 1.146 0.045 0.108 0.049 0.049 1.126 0.123
1.322 0.048 0.045 0.104 0.048 1.320 0.045 0.099 0.049 0.049 1.328 0.111
1.612 0.048 0.045 0.092 0.048 1.582 0.045 0.087 0.049 0.049 1.630 0.094
1.493 0.048 0.045 0.084 0.048 1.410 0.045 0.088 0.049 0.049 1.456 0.086
1.315 0.049 0.046 0.072 0.048 1.151 0.045 0.089 0.049 0.049 1.194 0.072
1.401 0.048 0.045 0.087 0.048 1.352 0.045 0.092 0.049 0.049 1.351 0.097
2.124 0.000 0.000 -0.007 0.000 2.124 0.000 -0.007 0.000 0.000 2.124 -0.007
1.938 0.000 0.000 0.004 0.000 1.948 0.000 0.001 0.000 0.000 1.948 0.001
1.504 0.000 0.000 0.032 0.000 1.539 0.000 0.022 0.000 0.000 1.539 0.022
1.890 0.000 0.000 0.015 0.000 1.888 0.000 0.005 0.000 0.000 1.942 -0.001
2.471 0.000 0.000 -0.010 0.000 2.412 0.000 -0.020 0.000 0.000 2.547 -0.035
2.233 0.001 0.001 -0.025 -0.000 2.067 0.000 -0.018 0.000 0.000 2.198 -0.053
1.877 0.002 0.002 -0.049 -0.001 1.550 0.001 -0.016 0.000 0.000 1.674 -0.079
2.050 0.000 0.000 -0.020 -0.000 1.951 0.000 -0.010 0.000 0.000 1.989 -0.029
2.124 0.000 0.000 -0.007 0.000 2.124 0.000 -0.007 0.000 0.000 2.124 -0.007
1.938 0.000 0.000 0.004 0.000 1.948 0.000 0.001 0.000 0.000 1.948 0.001
1.504 0.000 0.000 0.032 0.000 1.539 0.000 0.022 0.000 0.000 1.539 0.022
1.890 0.000 0.000 0.015 0.000 1.888 0.000 0.005 0.000 0.000 1.942 -0.001
2.471 0.000 0.000 -0.010 0.000 2.412 0.000 -0.020 0.000 0.000 2.547 -0.035
2.233 0.001 0.001 -0.025 -0.000 2.067 0.000 -0.018 0.000 0.000 2.198 -0.053
1.877 0.002 0.002 -0.049 -0.001 1.550 0.001 -0.016 0.000 0.000 1.674 -0.079
2.050 0.000 0.000 -0.020 -0.000 1.951 0.000 -0.010 0.000 0.000 1.989 -0.029
1.592 0.053 0.053 0.032 0.053 1.591 0.053 0.032 0.053 0.053 1.591 0.032
1.489 0.053 0.053 0.038 0.053 1.494 0.053 0.037 0.053 0.053 1.494 0.037
1.248 0.053 0.053 0.053 0.053 1.267 0.053 0.048 0.053 0.053 1.267 0.048
1.463 0.053 0.053 0.044 0.053 1.461 0.053 0.039 0.053 0.053 1.491 0.035
1.785 0.053 0.053 0.030 0.053 1.752 0.053 0.025 0.053 0.053 1.827 0.016
1.653 0.053 0.053 0.022 0.053 1.560 0.053 0.026 0.053 0.053 1.633 0.007
1.456 0.053 0.053 0.009 0.052 1.273 0.053 0.027 0.053 0.053 1.342 -0.008
1.551 0.053 0.053 0.025 0.053 1.496 0.053 0.030 0.053 0.053 1.517 0.020
2.124 0.000 0.000 -0.007 0.000 2.124 0.000 -0.007 0.000 0.000 2.124 -0.007
1.938 0.000 0.000 0.004 0.000 1.948 0.000 0.001 0.000 0.000 1.948 0.001
1.504 0.000 0.000 0.032 0.000 1.539 0.000 0.022 0.000 0.000 1.539 0.022
1.890 0.000 0.000 0.015 0.000 1.888 0.000 0.005 0.000 0.000 1.942 -0.001
2.471 0.000 0.000 -0.010 0.000 2.412 0.000 -0.020 0.000 0.000 2.547 -0.035
2.233 0.001 0.001 -0.025 -0.000 2.067 0.000 -0.018 0.000 0.000 2.198 -0.053
1.877 0.002 0.002 -0.049 -0.001 1.550 0.001 -0.016 0.000 0.000 1.674 -0.079
2.050 0.000 0.000 -0.020 -0.000 1.951 0.000 -0.010 0.000 0.000 1.989 -0.029
2.124 0.000 0.000 -0.007 0.000 2.124 0.000 -0.007 0.000 0.000 2.124 -0.007
1.938 0.000 0.000 0.004 0.000 1.948 0.000 0.001 0.000 0.000 1.948 0.001
1.504 0.000 0.000 0.032 0.000 1.539 0.000 0.022 0.000 0.000 1.539 0.022
1.890 0.000 0.000 0.015 0.000 1.888 0.000 0.005 0.000 0.000 1.942 -0.001
2.471 0.000 0.000 -0.010 0.000 2.412 0.000 -0.020 0.000 0.000 2.547 -0.035
2.233 0.001 0.001 -0.025 -0.000 2.067 0.000 -0.018 0.000 0.000 2.198 -0.053
1.877 0.002 0.002 -0.049 -0.001 1.550 0.001 -0.016 0.000 0.000 1.674 -0.079
2.050 0.000 0.000 -0.020 -0.000 1.951 0.000 -0.010 0.000 0.000 1.989 -0.029
1.611 0.051 0.051 0.030 0.051 1.610 0.051 0.030 0.051 0.051 1.610 0.030
1.505 0.051 0.051 0.037 0.051 1.510 0.051 0.035 0.051 0.051 1.510 0.035
1.257 0.051 0.051 0.053 0.051 1.276 0.051 0.047 0.051 0.051 1.276 0.047
1.478 0.051 0.051 0.043 0.051 1.476 0.051 0.038 0.051 0.051 1.507 0.034
1.810 0.051 0.051 0.029 0.051 1.775 0.051 0.023 0.051 0.051 1.852 0.015
1.674 0.051 0.051 0.020 0.051 1.578 0.051 0.024 0.051 0.051 1.653 0.004
1.471 0.052 0.052 0.007 0.051 1.283 0.051 0.025 0.051 0.051 1.354 -0.011
1.569 0.051 0.051 0.023 0.051 1.512 0.051 0.029 0.051 0.051 1.533 0.018
1.540 -0.039 -0.039 0.043 -0.039 1.540 -0.039 0.043 -0.039 -0.039 1.540 0.043
1.443 -0.039 -0.039 0.050 -0.039 1.448 -0.039 0.048 -0.039 -0.039 1.448 0.048
1.214 -0.039 -0.039 0.064 -0.039 1.233 -0.039 0.059 -0.039 -0.039 1.233 0.059
1.418 -0.039 -0.039 0.055 -0.039 1.417 -0.039 0.050 -0.039 -0.039 1.445 0.047
1.723 -0.039 -0.039 0.042 -0.039 1.692 -0.039 0.037 -0.039 -0.039 1.763 0.029
1.598 -0.039 -0.039 0.034 -0.040 1.511 -0.039 0.038 -0.039 -0.039 1.580 0.019
1.411 -0.039 -0.039 0.022 -0.040 1.238 -0.039 0.039 -0.039 -0.039 1.304 0.006
1.502 -0.039 -0.039 0.037 -0.040 1.450 -0.039 0.042 -0.039 -0.039 1.470 0.032
2.124 0.000 0.000 -0.007 0.000 2.124 0.000 -0.007 0.000 0.000 2.124 -0.007
1.938 0.000 0.000 0.004 0.000 1.948 0.000 0.001 0.000 0.000 1.948 0.001
1.504 0.000 0.000 0.032 0.000 1.539 0.000 0.022 0.000 0.000 1.539 0.022
1.890 0.000 0.000 0.015 0.000 1.888 0.000 0.005 0.000 0.000 1.942 -0.001
2.471 0.000 0.000 -0.010 0.000 2.412 0.000 -0.020 0.000 0.000 2.547 -0.035
2.233 0.001 0.001 -0.025 -0.000 2.067 0.000 -0.018 0.000 0.000 2.198 -0.053
1.877 0.002 0.002 -0.049 -0.001 1.550 0.001 -0.016 0.000 0.000 1.674 -0.079
2.050 0.000 0.000 -0.020 -0.000 1.951 0.000 -0.010 0.000 0.000 1.989 -0.029
2.124 0.000 0.000 -0.007 0.000 2.124 0.000 -0.007 0.000 0.000 2.124 -0.007
1.938 0.000 0.000 0.004 0.000 1.948 0.000 0.001 0.000 0.000 1.948 0.001
1.504 0.000 0.000 0.032 0.000 1.539 0.000 0.022 0.000 0.000 1.539 0.022
1.890 0.000 0.000 0.015 0.000 1.888 0.000 0.005 0.000 0.000 1.942 -0.001
2.471 0.000 0.000 -0.010 0.000 2.412 0.000 -0.020 0.000 0.000 2.547 -0.035
2.233 0.001 0.001 -0.025 -0.000 2.067 0.000 -0.018 0.000 0.000 2.198 -0.053
1.877 0.002 0.002 -0.049 -0.001 1.550 0.001 -0.016 0.000 0.000 1.674 -0.079
2.050 0.000 0.000 -0.020 -0.000 1.951 0.000 -0.010 0.000 0.000 1.989 -0.029
1.318 -0.000 -0.000 0.082 -0.000 1.339 -0.000 0.070 -0.000 -0.000 1.339 0.059
1.243 -0.000 -0.000 0.086 -0.000 1.269 -0.000 0.073 -0.000 -0.000 1.269 0.063
1.070 -0.000 -0.000 0.097 -0.000 1.105 -0.000 0.081 -0.000 -0.000 1.105 0.071
1.224 -0.000 -0.000 0.091 -0.000 1.245 -0.000 0.075 -0.000 -0.000 1.266 0.062
1.456 -0.000 -0.000 0.081 -0.000 1.454 -0.000 0.065 -0.000 -0.000 1.508 0.048
1.361 0.000 0.000 0.075 -0.000 1.316 0.000 0.065 -0.000 -0.000 1.369 0.041
1.219 0.001 0.001 0.065 -0.000 1.110 0.000 0.066 -0.000 -0.000 1.159 0.031
1.288 0.000 0.000 0.077 -0.000 1.270 0.000 0.069 -0.000 -0.000 1.285 0.051
1.548 0.000 0.000 -0.020 0.000 1.617 0.000 0.018 0.000 0.000 1.604 0.012
1.486 0.000 0.000 -0.016 0.000 1.559 0.000 0.021 0.000 0.000 1.546 0.015
1.341 0.000 0.000 -0.007 0.000 1.422 0.000 0.028 0.000 0.000 1.409 0.022
1.470 0.000 0.000 -0.013 0.000 1.539 0.000 0.022 0.000 0.000 1.544 0.014
1.663 0.000 0.000 -0.021 0.000 1.713 0.000 0.014 0.000 0.000 1.745 0.003
1.584 0.000 0.000 -0.026 -0.000 1.598 0.000 0.014 0.000 0.000 1.629 -0.003
1.466 0.001 0.001 -0.034 -0.000 1.426 0.000 0.015 0.000 0.000 1.454 -0.012
1.523 0.000 0.000 -0.024 -0.000 1.560 0.000 0.017 0.000 0.000 1.559 0.005
1.801 0.000 0.000 0.009 0.000 1.801 0.000 0.009 0.000 0.000 1.919 -0.017
1.754 0.000 0.000 0.012 0.000 1.757 0.000 0.011 0.000 0.000 1.875 -0.015
1.646 0.000 0.000 0.019 0.000 1.655 0.000 0.016 0.000 0.000 1.773 -0.009
1.743 0.000 0.000 0.014 0.000 1.742 0.000 0.012 0.000 0.000 1.874 -0.015
1.888 0.000 0.000 0.008 0.000 1.873 0.000 0.006 0.000 0.000 2.025 -0.024
1.828 0.000 0.000 0.004 -0.000 1.787 0.000 0.006 0.000 0.000 1.938 -0.028
1.739 0.000 0.000 -0.002 -0.000 1.657 0.000 0.007 0.000 0.000 1.807 -0.035
1.782 0.000 0.000 0.006 -0.000 1.758 0.000 0.008 0.000 0.000 1.885 -0.022
1.801 0.000 0.000 0.009 0.000 1.801 0.000 0.009 0.000 0.000 1.919 -0.017
1.754 0.000 0.000 0.012 0.000 1.757 0.000 0.011 0.000 0.000 1.875 -0.015
1.646 0.000 0.000 0.019 0.000 1.655 0.000 0.016 0.000 0.000 1.773 -0.009
1.743 0.000 0.000 0.014 0.000 1.742 0.000 0.012 0.000 0.000 1.874 -0.015
1.888 0.000 0.000 0.008 0.000 1.873 0.000 0.006 0.000 0.000 2.025 -0.024
1.828 0.000 0.000 0.004 -0.000 1.787 0.000 0.006 0.000 0.000 1.938 -0.028
1.739 0.000 0.000 -0.002 -0.000 1.657 0.000 0.007 0.000 0.000 1.807 -0.035
1.782 0.000 0.000 0.006 -0.000 1.758 0.000 0.008 0.000 0.000 1.885 -0.022
