# SURFACE AUDIO INFORMATION
# -------------------------

# SURFACE NAME	name of the surface to configure

# CON			is concrete
# GRS			is grass
# SND			is sand
# GRV			is gravel
# WOD			is wood
# WTR			is water
# MTL			is metal
# LGS			is long grass
# TIL			is tile


# SURFACE NAME			CON	GRS	SND	GRV	WOD	WTR	MTL	LGS TIL
# ---------------------------------------------------------

WOOD_THIN				0	0	0	0	1	0	0	0	0
GLASS					0	0	0	0	0	0	0	0	1
GLASS_WINDOWS_LARGE		0	0	0	0	0	0	0	0	1
GLASS_WINDOWS_SMALL		0	0	0	0	0	0	0	0	1
EMPTY1					0	0	0	0	0	0	0	0	0
EMPTY2					0	0	0	0	0	0	0	0	0
GARAGE_DOOR				0	0	0	0	0	0	1	0	0
THICK_METAL_PLATE		0	0	0	0	0	0	1	0	0
SCAFFOLD_POLE			0	0	0	0	0	0	1	0	0
LAMP_POST				0	0	0	0	0	0	1	0	0
METAL_GATE				0	0	0	0	0	0	1	0	0
METAL_CHAIN_FENCE		0	0	0	0	0	0	1	0	0
GIRDER					0	0	0	0	0	0	1	0	0
FIRE_HYDRANT			0	0	0	0	0	0	1	0	0
CONTAINER				0	0	0	0	0	0	1	0	0
NEWS_VENDOR				0	0	0	0	0	0	1	0	0
WHEELBASE				0	0	0	0	0	0	1	0	0
CARDBOARDBOX			1	0	0	0	0	0	0	0	0
PED						1	0	0	0	0	0	0	0	0
CAR						0	0	0	0	0	0	1	0	0
CAR_PANEL				0	0	0	0	0	0	1	0	0
CAR_MOVINGCOMPONENT		0	0	0	0	0	0	1	0	0
TRANSPARENT_CLOTH		1	0	0	0	0	0	0	0	0
RUBBER					1	0	0	0	0	0	0	0	0
PLASTIC					1	0	0	0	0	0	0	0	0
TRANSPARENT_STONE		1	0	0	0	0	0	0	0	0
WOOD_BENCH				0	0	0	0	1	0	0	0	0
CARPET					0	0	1	0	0	0	0	0	0
FLOORBOARD				0	0	0	0	1	0	0	0	0
STAIRSWOOD				0	0	0	0	1	0	0	0	0
P_SAND					0	0	1	0	0	0	0	0	0
P_SAND_DENSE			0	0	1	0	0	0	0	0	0
P_SAND_ARID				0	0	1	0	0	0	0	0	0
P_SAND_COMPACT			0	0	1	0	0	0	0	0	0
P_SAND_ROCKY			0	0	1	0	0	0	0	0	0
P_SANDBEACH				0	0	1	0	0	0	0	0	0
P_GRASS_SHORT			0	1	0	0	0	0	0	0	0
P_GRASS_MEADOW			0	1	0	0	0	0	0	0	0
P_GRASS_DRY				0	1	0	0	0	0	0	0	0
P_WOODLAND				1	0	0	0	0	0	0	0	0
P_WOODDENSE				1	0	0	0	0	0	0	0	0
P_ROADSIDE				1	0	0	0	0	0	0	0	0
P_ROADSIDEDES			1	0	0	0	0	0	0	0	0
P_FLOWERBED				0	0	0	0	0	0	0	1	0
P_WASTEGROUND			1	0	0	0	0	0	0	0	0
P_CONCRETE				1	0	0	0	0	0	0	0	0
P_OFFICEDESK			0	0	0	0	1	0	0	0	0
P_711SHELF1				0	0	0	0	1	0	0	0	0
P_711SHELF2				0	0	0	0	1	0	0	0	0
P_711SHELF3				0	0	0	0	1	0	0	0	0
P_RESTUARANTTABLE		0	0	0	0	1	0	0	0	0
P_BARTABLE				0	0	0	0	1	0	0	0	0
P_UNDERWATERLUSH		0	0	0	0	0	1	0	0	0
P_UNDERWATERBARREN		0	0	0	0	0	1	0	0	0
P_UNDERWATERCORAL		0	0	0	0	0	1	0	0	0
P_UNDERWATERDEEP		0	0	0	0	0	1	0	0	0
P_RIVERBED				0	0	0	0	0	1	0	0	0
P_RUBBLE				0	0	0	1	0	0	0	0	0
P_BEDROOMFLOOR			0	0	0	0	1	0	0	0	0
P_KIRCHENFLOOR			0	0	0	0	0	0	0	0	1
P_LIVINGRMFLOOR			0	0	0	0	1	0	0	0	0
P_CORRIDORFLOOR			0	0	0	0	1	0	0	0	0
P_711FLOOR				0	0	0	0	0	0	0	0	1
P_FASTFOODFLOOR			0	0	0	0	0	0	0	0	1
P_SKANKYFLOOR			0	0	0	0	1	0	0	0	0
P_MOUNTAIN				0	0	0	1	0	0	0	0	0
P_MARSH					0	1	0	0	0	0	0	0	0
P_BUSHY					0	0	0	0	0	0	0	1	0
P_BUSHYMIX				0	0	0	0	0	0	0	1	0
P_BUSHYDRY				0	0	0	0	0	0	0	1	0
P_BUSHYMID				0	0	0	0	0	0	0	1	0
P_GRASSWEEFLOWERS		0	1	0	0	0	0	0	0	0
P_GRASSDRYTALL			0	0	0	0	0	0	0	1	0
P_GRASSLUSHTALL			0	0	0	0	0	0	0	1	0
P_GRASSGRNMIX			0	1	0	0	0	0	0	0	0
P_GRASSBRNMIX			0	1	0	0	0	0	0	0	0
P_GRASSLOW				0	1	0	0	0	0	0	0	0
P_GRASSROCKY			0	1	0	0	0	0	0	0	0
P_GRASSSMALLTREES		0	1	0	0	0	0	0	0	0
P_DIRTROCKY				0	0	1	0	0	0	0	0	0
P_DIRTWEEDS				0	0	1	0	0	0	0	0	0
P_GRASSWEEDS			0	1	0	0	0	0	0	0	0
P_RIVEREDGE				0	0	1	0	0	0	0	0	0
P_POOLSIDE				1	0	0	0	0	0	0	0	0
P_FORESTSTUMPS			0	0	1	0	0	0	0	0	0
P_FORESTSTICKS			0	0	1	0	0	0	0	0	0
P_FORRESTLEAVES			0	0	1	0	0	0	0	0	0
P_DESERTROCKS			0	0	1	0	0	0	0	0	0
P_FORRESTDRY			0	0	1	0	0	0	0	0	0
P_SPARSEFLOWERS			0	1	0	0	0	0	0	0	0
P_BUILDINGSITE			0	0	1	0	0	0	0	0	0
P_DOCKLANDS				0	0	1	0	0	0	0	0	0
P_INDUSTRIAL			0	0	1	0	0	0	0	0	0
P_INDUSTJETTY			0	0	0	0	1	0	0	0	0
P_CONCRETELITTER		1	0	0	0	0	0	0	0	0
P_ALLEYRUBISH			1	0	0	0	0	0	0	0	0
P_JUNKYARDPILES			0	0	0	1	0	0	0	0	0
P_JUNKYARDGRND			0	0	0	1	0	0	0	0	0
P_DUMP					0	0	0	1	0	0	0	0	0
P_CACTUSDENSE			0	1	0	0	0	0	0	0	0
P_AIRPORTGRND			1	0	0	0	0	0	0	0	0
P_CORNFIELD				0	0	0	0	0	0	0	1	0
P_GRASSLIGHT			0	1	0	0	0	0	0	0	0
P_GRASSLIGHTER			0	1	0	0	0	0	0	0	0
P_GRASSLIGHTER2			0	1	0	0	0	0	0	0	0
P_GRASSMID1				0	1	0	0	0	0	0	0	0
P_GRASSMID2				0	1	0	0	0	0	0	0	0
P_GRASSDARK				0	1	0	0	0	0	0	0	0
P_GRASSDARK2			0	1	0	0	0	0	0	0	0
P_GRASSDIRTMIX			0	1	0	0	0	0	0	0	0
P_RIVERBEDSTONE			0	0	0	0	0	1	0	0	0
P_RIVERBEDSHALLOW		0	0	0	0	0	1	0	0	0
P_RIVERBEDWEEDS			0	0	0	0	0	1	0	0	0
P_SEAWEED				0	1	0	0	0	0	0	0	0
DOOR					0	0	0	0	1	0	0	0	0
PLASTICBARRIER			1	0	0	0	0	0	0	0	0
PARKGRASS				0	1	0	0	0	0	0	0	0
STAIRSSTONE				1	0	0	0	0	0	0	0	0
STAIRSMETAL				0	0	0	0	0	0	1	0	0
STAIRSCARPET			0	0	0	0	1	0	0	0	0
FLOORMETAL				0	0	0	0	0	0	1	0	0
FLOORCONCRETE			1	0	0	0	0	0	0	0	0
BIN_BAG					0	0	1	0	0	0	0	0	0
THIN_METAL_SHEET		0	0	0	0	0	0	1	0	0
METAL_BARREL			0	0	0	0	0	0	1	0	0
PLASTIC_CONE			0	0	1	0	0	0	0	0	0	
PLASTIC_DUMPSTER		0	0	1	0	0	0	0	0	0
METAL_DUMPSTER			0	0	0	0	0	0	1	0	0
WOOD_PICKET_FENCE		0	0	0	0	1	0	0	0	0
WOOD_SLATTED_FENCE		0	0	0	0	1	0	0	0	0
WOOD_RANCH_FENCE		0	0	0	0	1	0	0	0	0
UNBREAKABLE_GLASS		0	0	0	0	0	0	0	0	1
HAY_BALE				0	1	0	0	0	0	0	0	0
GORE					0	0	1	0	0	0	0	0	0
RAILTRACK				0	0	0	1	0	0	0	0	0
